"Marburg Virus Disease","The most detailed study on the frequency, onset, and duration of MVD clinical signs and symptoms was performed during the 1998–2000 mixed MARV/RAVV disease outbreak. A maculopapular rash, petechiae, purpura, ecchymoses, and hematomas (especially around needle injection sites) are typical hemorrhagic manifestations. However, contrary to popular belief, hemorrhage does not lead to hypovolemia and is not the cause of death (total blood loss is minimal except during labor). Instead, death occurs due to multiple organ dysfunction syndrome (MODS) due to fluid redistribution, hypotension, disseminated intravascular coagulation, and focal tissue necroses.Clinical phases of Marburg Hemorrhagic Fever's presentation are described below. Note that phases overlap due to variability between cases."
"Powassan","The Powassan virus is rarely diagnosed as a cause of encephalitis, however when it is, Powassan encephalitis is severe, and neurologic sequelae are common. Powassan encephalitis has symptoms that are compatible with Acute disseminated encephalomyelitis, often times making it difficult to diagnose. Powassan virus encephalitis is a challenge to diagnose because there are only a few laboratories that offer testing, the most effective being serologic testing. There are currently no medications or vaccines to treat or prevent the POWV. Victims of the Powassan virus generally show first symptoms after 1–3 weeks. The initial symptoms for the POWV include: fever,headache,nausea, occasional confusion,and weakness. With severe Powassan illnesses the victims should be hospitalized because the symptoms do worsen. If not treated symptoms could extend to meningoencephalitis, which may include: seizures, aphasia, cranial nerve palsies, paresis and altered mental status. Currently the best ways to treat POWV illnesses include: medications to reduce brain swelling, respiratory support and intravenous fluids. 10% of the POWV encephalitis cases are fatal and half of the survivors have permanent symptoms that affect their brain."
"Pyomyositis","Pyomyositis is most often caused by the bacterium Staphylococcus aureus. The infection can affect any skeletal muscle, but most often infects the large muscle groups such as the quadriceps or gluteal muscles.Pyomyositis is mainly a disease of children and was first described by Scriba in 1885. Most patients are aged 2 to 5 years, but infection may occur in any age group. Infection often follows minor trauma and is more common in the tropics, where it accounts for 4% of all hospital admissions. In temperate countries such as the US, pyomyositis was a rare condition (accounting for 1 in 3000 pediatric admissions), but has become more common since the appearance of the USA300 strain of MRSA."
"Toxic Shock Syndrome","Symptoms of toxic shock syndrome vary depending on the underlying cause. TSS resulting from infection with the bacterium Staphylococcus aureus typically manifests in otherwise healthy individuals with high fever, accompanied by low blood pressure, malaise and confusion, which can rapidly progress to stupor, coma, and multiple organ failure. The characteristic rash, often seen early in the course of illness, resembles a sunburn, and can involve any region of the body, including the lips, mouth, eyes, palms and soles. In patients who survive the initial phase of the infection, the rash desquamates, or peels off, after 10–14 days.In contrast, TSS caused by the bacterium Streptococcus pyogenes, or TSLS, typically presents in people with pre-existing skin infections with the bacteria. These individuals often experience severe pain at the site of the skin infection, followed by rapid progression of symptoms as described above for TSS. In contrast to TSS caused by Staphylococcus, streptococcal TSS less often involves a sunburn-like rash.For Staphylococcal toxic shock syndrome, the diagnosis is based strictly upon CDC criteria modified in 1997 after the initial surge in tampon-associated infections.:Cases are classified as confirmed or probable based on the following:Confirmed: All six of the criteria above are met (unless the patient dies before desquamation can occur)Probable: Five of the six criteria above are met."
"Mycoplasma (miscellaneous) infections","na"
"Chlamydia infections","Chlamydial infection of the neck of the womb (cervicitis) is a sexually transmitted infection which is asymptomatic for about 50-70% of women infected with the disease. The infection can be passed through vaginal, anal, or oral sex. Of those who have an asymptomatic infection that is not detected by their doctor, approximately half will develop pelvic inflammatory disease (PID), a generic term for infection of the uterus, fallopian tubes, and/or ovaries. PID can cause scarring inside the reproductive organs, which can later cause serious complications, including chronic pelvic pain, difficulty becoming pregnant, ectopic (tubal) pregnancy, and other dangerous complications of pregnancy.Chlamydia is known as the  Silent Epidemic  because in women, it may not cause any symptoms in 70–80% of cases, and can linger for months or years before being discovered. Symptoms that may occur include unusual vaginal bleeding or discharge, pain in the abdomen, painful sexual intercourse (dyspareunia), fever, painful urination or the urge to urinate more frequently than usual (urinary urgency).In men, chlamydia shows symptoms of infectious urethritis (inflammation of the urethra) in about 50% of cases. Symptoms that may occur include: a painful or burning sensation when urinating, an unusual discharge from the penis, swollen or tender testicles, or fever. Discharge, or the purulent exudate, is generally less viscous and lighter in color than for gonorrhea. If left untreated, it is possible for chlamydia in men to spread to the testicles causing epididymitis, which in rare cases can cause sterility if not treated within 6 to 8 weeks. Chlamydia is also a potential cause of prostatitis in men, although the exact relevance in prostatitis is difficult to ascertain due to possible contamination from urethritis.Chlamydia conjunctivitis or trachoma was once the most important cause of blindness worldwide, but its role diminished from 15% of blindness cases by trachoma in 1995 to 3.6% in 2002. The infection can be spread from eye to eye by fingers, shared towels or cloths, coughing and sneezing and eye-seeking flies. Newborns can also develop chlamydia eye infection through childbirth (see below). Using the SAFE strategy (acronym for surgery for in-growing or in-turned lashes, antibiotics, facial cleanliness, and environmental improvements), the World Health Organisation aims for the global elimination of trachoma by 2020 (GET 2020 initiative).Chlamydia may also cause reactive arthritis (reiter's syndrome) - the triad of arthritis, conjunctivitis and urethritis (inflammation of the urethra) - especially in young men. About 15,000 men develop reactive arthritis due to chlamydia infection each year in the U.S., and about 5,000 are permanently affected by it. It can occur in both sexes, though is more common in men.As many as half of all infants born to mothers with chlamydia will be born with the disease. Chlamydia can affect infants by causing spontaneous abortion; premature birth; conjunctivitis, which may lead to blindness; and pneumonia. Conjunctivitis due to chlamydia typically occurs one week after birth (compared with chemical causes (within hours) or gonorrhea (2–5 days)).Chlamydia trachomatis is also the cause of lymphogranuloma venereum, an infection of the lymph nodes and lymphatics. It usually presents with genital ulceration and swollen lymph nodes in the groin, but it may also manifest as proctitis (inflammation of the rectum), fever or swollen lymph nodes in other regions of the body."
"Intestinal spirochetosis","No clear association exists with complaints. However, potential associations exist with include watery diarrhea and abdominal pain, which may be seen with blood; these findings are not specific, i.e. may be seen due to number of other causes."
"Anaplasmosis","Anaemia may be severe and result in cardiovascular changes such as an increase in heart rate. Haematuria may occur due to the lysis of red blood cells. General systemic signs such as diarrhea, anorexia and weight loss may also be present. A blood smear stained with Giemsa should be observed for identification of infected red blood cells and will allow definitive diagnosis."
"Rhinospiridosis","Rhinosporidiosis is a granulomatous disease affecting the mucous membrane of nasopharynx, oropharynx, conjunctiva, rectum and external genitalia. Though the floor of the nose and inferior turbinate are the most common sites, the lesions may appear in elsewhere too. Traumatic inoculation from one site to others is common. Laryngeal rhinosporidiosis, too, has been described and may be due to inoculation from the nose during endotracheal intubation. After inoculation, the organism replicates locally, resulting in hyperplasia of host tissue and localised immune response.infection of nose and nasopharynx - 70%infection of palpebral conjunctiva - 15%"
"Glanders","Glanders (from Middle English glaundres or Old French glandres, both meaning glands) (Latin: Malleus German: Rotz) (also known as  Equinia,   Farcy,  and  Malleus :282) is an infectious disease that occurs primarily in horses, mules, and donkeys. It can be contracted by other animals such as dogs, cats and goats. It is caused by infection with the bacterium Burkholderia mallei, usually by ingestion of contaminated food or water. Signs of glanders include the formation of nodular lesions in the lungs and ulceration of the mucous membranes in the upper respiratory tract. The acute form results in coughing, fever and the release of an infectious nasal discharge, followed by septicaemia and death within days. In the chronic form, nasal and subcutaneous nodules develop, eventually ulcerating. Death can occur within months, while survivors act as carriers.Glanders is endemic in Africa, Asia, the Middle East, Central and South America. It has been eradicated from North America, Australia and most of Europe through surveillance and destruction of affected animals, and import restrictions.Burkholderia mallei is able to infect humans and is therefore classed as a zoonotic agent. Transmission occurs by direct contact with infected animals and entry is through skin abrasions, nasal and oral mucosal surfaces, or by inhalation.The mallein test is a sensitive and specific clinical test for glanders. Mallein (ATCvet code: QI05AR01), a protein fraction of the glanders organism (Burkholderia mallei), is injected intradermo-palpebrally or given by eye-drop. In infected animals, the eyelid swells markedly in 1 or 2 days.Glanders has not been reported in the United States since 1945. It is a notifiable disease in the UK, although it has not been reported in this country since 1928.Due to the high mortality rate in humans and the small number of organisms required to establish infection, Burkholderia mallei is regarded as a potential biological warfare (BW) or bioterrorism agent, as is the closely related organism, Burkholderia pseudomallei, the causative agent of melioidosis. During World War I, Glanders was believed to have been spread deliberately by German agents to infect large numbers of Russian horses and mules on the Eastern Front.Other agents attempted to introduce the disease in the United States and Argentina. This had an effect on troop and supply convoys as well as on artillery movement, which were dependent on horses and mules. Human cases in Russia increased with the infections during and after WWI. The Japanese deliberately infected horses, civilians, and prisoners of war with B. mallei at the Pinfang (China) Institute during World War II.The U.S. studied this agent as a possible BW weapon in 1943–44 but did not weaponize it. U.S. interest in Glanders (Agent LA) continued through the 1950s, except it had an inexplicable tendency to lose virulence in the lab, making it difficult to weaponize. The Soviet Union is also believed to have been interested in B. mallei as a potential BW agent after World War II.There currently is no vaccine licensed for use in the US. Infection with either of these bacteria presents with nonspecific symptoms and can be either acute or chronic, impeding rapid diagnosis. The lack of a vaccine for either bacterium also makes them potential candidates for bioweaponization. Together with their high rate of infectivity via aerosols and resistance to many common antibiotics, both bacteria have been classified as category B priority pathogens by the US NIH and US CDC, which has spurred a dramatic increase in interest in these microorganisms. Attempts have been made to develop vaccines for these infections, which would not only benefit military personnel, a group most likely to be targeted in an intentional release, but also individuals who may come in contact with glanders-infected animals or live in areas where melioidosis is endemic."
"Poliomyelitis","The term  poliomyelitis  is used to identify the disease caused by any of the three serotypes of poliovirus. Two basic patterns of polio infection are described: a minor illness which does not involve the central nervous system (CNS), sometimes called abortive poliomyelitis, and a major illness involving the CNS, which may be paralytic or nonparalytic. In most people with a normal immune system, a poliovirus infection is asymptomatic. Rarely, the infection produces minor symptoms; these may include upper respiratory tract infection (sore throat and fever), gastrointestinal disturbances (nausea, vomiting, abdominal pain, constipation or, rarely, diarrhea), and influenza-like illness.The virus enters the central nervous system in about 3% of infections. Most patients with CNS involvement develop nonparalytic aseptic meningitis, with symptoms of headache, neck, back, abdominal and extremity pain, fever, vomiting, lethargy, and irritability. About one to five in 1000 cases progress to paralytic disease, in which the muscles become weak, floppy and poorly controlled, and, finally, completely paralyzed; this condition is known as acute flaccid paralysis. Depending on the site of paralysis, paralytic poliomyelitis is classified as spinal, bulbar, or bulbospinal. Encephalitis, an infection of the brain tissue itself, can occur in rare cases, and is usually restricted to infants. It is characterized by confusion, changes in mental status, headaches, fever, and, less commonly, seizures and spastic paralysis."
"Neutropenic Typlitis","na"
"Suppurative Parotitis","na"
"Laryngotracheobronchitis","Croup is characterized by a  barking  cough, stridor, hoarseness, and difficult breathing which usually worsens at night. The  barking  cough is often described as resembling the call of a seal or sea lion. The stridor is worsened by agitation or crying, and if it can be heard at rest, it may indicate critical narrowing of the airways. As croup worsens, stridor may decrease considerably.Other symptoms include fever, coryza (symptoms typical of the common cold), and chest wall indrawing.Drooling or a very sick appearance indicate other medical conditions."
"Sinusitis","Headache/facial pain or pressure of a dull, constant, or aching sort over the affected sinuses is common with both acute and chronic stages of sinusitis. This pain is typically localized to the involved sinus and may worsen when the affected person bends over or when lying down. Pain often starts on one side of the head and progresses to both sides. Acute and chronic sinusitis may be accompanied by thick nasal discharge that is usually green in color and may contain pus (purulent) and/or blood. Often a localized headache or toothache is present, and it is these symptoms that distinguish a sinus-related headache from other types of headaches, such as tension and migraine headaches. Infection of the eye socket is possible, which may result in the loss of sight and is accompanied by fever and severe illness. Another possible complication is the infection of the bones (osteomyelitis) of the forehead and other facial bones – Pott's puffy tumor.Sinus infections can also cause middle ear problems due to the congestion of the nasal passages. This can be demonstrated by dizziness,  a pressurized or heavy head , or vibrating sensations in the head. Other symptoms of sinusitis include bad breath and Post-nasal drip.Recent studies suggest that up to 90% of  sinus headaches  are actually migraines. The confusion occurs in part because migraine involves activation of the trigeminal nerves, which innervate both the sinus region and the meninges surrounding the brain. As a result, it is difficult to accurately determine the site from which the pain originates. Additionally, nasal congestion can be a common result of migraine headaches, due to the autonomic nerve stimulation that can also cause tearing (lacrimation) and a runny nose (rhinorrhea). A study found that patients with  sinus headaches  responded to triptan migraine medications, but stated dissatisfaction with their treatment when they are treated with decongestants or antibiotics. People with migraines do not typically have the thick nasal discharge that is a common symptom of a sinus infection.The close proximity of the brain to the sinuses makes the most dangerous complication of sinusitis, particularly involving the frontal and sphenoid sinuses, infection of the brain by the invasion of anaerobic bacteria through the bones or blood vessels. Abscesses, meningitis, and other life-threatening conditions may result. In extreme cases the patient may experience mild personality changes, headache, altered consciousness, visual problems, seizures, coma, and possibly death.Sinus infection can spread through anastomosing veins or by direct extension to close structures. Orbital complications were categorized by Chandler et al. into five stages according to their severity (see table). Contiguous spread to the orbit may result in periorbital cellulitis, subperiosteal abscess, orbital cellulitis, and abscess. Orbital cellulitis can complicate acute ethmoiditis if anterior and posterior ethmoidal veins thrombophlebitis enables the spread of the infection to the lateral or orbital side of the ethmoid labyrinth. Sinusitis may extend to the central nervous system, where it may cause cavernous sinus thrombosis, retrograde meningitis, and epidural, subdural, and brain abscesses. Orbital symptoms frequently precede intracranial spread of the infection . Other complications include sinobronchitis, maxillary osteomyelitis, and frontal bone osteomyelitis. Osteomyelitis of the frontal bone often originates from a spreading thrombo-phlebitis. A periostitis of the frontal sinus causes an osteitis and a periostitis of the outer membrane, which produces a tender, puffy swelling of the forehead.The diagnosis of these complication can be assisted by noting local tenderness and dull pain, and can be confirmed by CT and nuclear isotope scanning. The most common microbial causes are anaerobic bacteria and S. aureus. Treatment includes performing surgical drainage and administration of antimicrobial therapy. Surgical debridement is rarely required after an extended course of parenteral antimicrobial therapy. Antibiotics should be administered for at least 6 weeks. Continuous monitoring of patients for possible intracranial complication is advised."
"Pythiosis","It is suspected that pythiosis is caused by invasion of the organism into wounds, either in the skin or in the gastrointestinal tract. The disease grows slowly in the stomach and small intestine, eventually forming large lumps of granulation tissue. It can also invade surrounding lymph nodes."
"Intracranial venous thrombosis","Nine in ten people with sinus thrombosis have a headache; this tends to worsen over the period of several days, but may also develop suddenly (thunderclap headache). The headache may be the only symptom of cerebral venous sinus thrombosis. Many patients have symptoms of stroke: inability to move one or more limbs, weakness on one side of the face or difficulty speaking. This does not necessarily affect one side of the body as in the more common  arterial  stroke.40% of all patients have seizures, although it is more common still in women who develop sinus thrombosis peripartum (in the period before and after giving birth). These are mostly seizures affecting only one part of the body and unilateral (occurring on one side), but occasionally the seizures are generalised and rarely they lead to status epilepticus (persistent or recurrent seizure activity for a long period of time).In the elderly, many of the aforementioned symptoms may not occur. Common symptoms in the elderly with this condition are otherwise unexplained changes in mental status and a depressed level of consciousness.The pressure around the brain may rise, causing papilledema (swelling of the optic disc) which may be experienced as visual obscurations. In severely raised intracranial pressure, the level of consciousness is decreased, the blood pressure rises, the heart rate falls and the patient assumes an abnormal posture."
"Echinococcosis-unilocular","na"
"Perirectal Abscess","Pain in the perianal area is the most common symptom of an anorectal abscess. The pain may be dull, aching, or throbbing. It is worst when the person sits down and right before a bowel movement. After the individual has a bowel movement, the pain usually lessens. Other signs and symptoms of anorectal abscess include constipation, drainage from the rectum, fever and chills, or a palpable mass near the anus. The condition invariably becomes extremely painful, and usually worsens over the course of just a few days. The pain may be limited and sporadic at first, but invariably worsens to a constant pain which can become very severe when body position is changed (e.g., when standing up, rolling over, and so forth). Depending upon the exact location of the abscess, there can also be excruciating pain during bowel movements, though this is not always the case. This condition may occur in isolation, but is frequently indicative of another underlying disorder, such as Crohn's disease."
"Typhus-endemic","Symptoms of endemic typhus include headache, fever, muscle pain, joint pain, nausea and vomiting. 40–50% of patients will develop a discrete rash six days after the onset of signs. Up to 45% will develop neurological signs such as confusion, stupor, seizures or imbalance.Symptoms may resemble those of measles, rubella, or possibly Rocky Mountain spotted fever. These symptoms are likely caused by a vasculitis caused by the rickettsia."
"Pericarditis-Bacterial","Substernal or left precordial pleuritic chest pain with radiation to the trapezius ridge (the bottom portion of scapula on the back), which is relieved by sitting up and bending forward and worsened by lying down (recumbent or supine position) or inspiration (taking a breath in), is the characteristic pain of pericarditis. The pain may resemble the pain of angina pectoris or heart attack, but differs in that pain changes with body position, as opposed to heart attack pain that is pressure-like, and constant with radiation to the left arm and/or the jaw. Other symptoms of pericarditis may include dry cough, fever, fatigue, and anxiety. Due to similarity to myocardial infarction (heart attack) pain, pericarditis can be misdiagnosed as an acute myocardial infarction (a heart attack) solely based on the clinical data and so extreme suspicion on the part of the diagnostician is required. Acute myocardial infarction (heart attack) can also cause pericarditis, but the presenting symptoms often differ enough to warrant diagnosis. The following table organises the clinical presentation of pericarditis:The classic sign of pericarditis is a friction rub auscultated on the cardiovascular examination usually on the lower left sternal border. Other physical signs include a patient in distress, positional chest pain, diaphoresis (excessive sweating), and possibility of heart failure in form of precardial tamponade causing pulsus paradoxus, and the Beck's triad of hypotension (due to decreased cardiac output), distant (muffled) heart sounds, and JVD (jugular vein distention).Pericarditis can progress to pericardial effusion and eventually cardiac tamponade. This can be seen in patients who are experiencing the classic signs of pericarditis but then show signs of relief, and progress to show signs of cardiac tamponade which include decreased alertness and lethargy, pulsus paradoxus (decrease of at least 10 mmHg of the systolic blood pressure upon inspiration), hypotension (due to decreased cardiac index), JVD (jugular vein distention from right sided heart failure and fluid overload), distant heart sounds on auscultation, and equilibration of all the diastolic blood pressures on cardiac catheterization due to the constriction of the pericardium by the fluid.In such cases of cardiac tamponade, EKG or Holter monitor will then depict electrical alternans indicating wobbling of the heart in the fluid filled pericardium, and the capillary refill might decrease, as well as severe vascular collapse and altered mental status due to hypoperfusion of body organs by a heart that can not pump out blood effectively.The diagnostic test for cardiac tamponade, is trans-esophageal echocardiography (TEE) although trans-thoracic echocardiography (TTE) can also be utilized in cases where there is a high suspicion of aortic dissection and high blood pressure, or in patients where esophageal probing is not feasible. Chest X-ray can depict a  water bottle  appearance of the heart in tamponade, although chest X-ray is not specific enough neither is it accurate enough in the acute setting. Of note is the fact that chest X-ray can be entirely normal in acute pericardial effusion/tamponade, so should not be relied upon as the sole diagnostic tool."
"Hepatitis D","Hepatitis D, also referred to as hepatitis D virus (HDV) and classified as Hepatitis delta virus, is a disease caused by a small circular enveloped RNA virus. It is one of five known hepatitis viruses: A, B, C, D, and E. HDV is considered to be a subviral satellite because it can propagate only in the presence of the hepatitis B virus (HBV). Transmission of HDV can occur either via simultaneous infection with HBV (coinfection) or superimposed on chronic hepatitis B or hepatitis B carrier state (superinfection).Both superinfection and coinfection with HDV results in more severe complications compared to infection with HBV alone. These complications include a greater likelihood of experiencing liver failure in acute infections and a rapid progression to liver cirrhosis, with an increased chance of developing liver cancer in chronic infections. In combination with hepatitis B virus, hepatitis D has the highest mortality rate of all the hepatitis infections, at 20%.Hepatitis D virus was first reported in the mid-1977 as a nuclear antigen in patients infected with HBV who had severe liver disease This nuclear antigen was then thought to be a hepatitis B antigen and was called the delta antigen. Subsequent experiments in chimpanzees showed that the hepatitis delta antigen (HDAg) was a structural part of a pathogen that required HBV infection to replicate The entire genome was cloned and sequenced in 1986. It was subsequently placed in its own genus: Deltavirus.The HDV is a small, spherical virus with a 36 nm diameter. It has an outer coat containing three HBV envelope proteins (called large, medium, and small hepatitis B surface antigens), and host lipids surrounding an inner nucleocapsid. The nucleocapsid contains single-stranded, circular RNA of 1679 nucleotides and about 200 molecules of hepatitis D antigen (HDAg) for each genome. The central region of HDAg has been shown to bind RNA. Several interactions are also mediated by a coiled-coil region at the N terminus of HDAg. The hepatitis D circular genome is unique to animal viruses because of its high GC nucleotide content. The HDV genome exists as an enveloped, negative sense, single-stranded, closed circular RNA. Its nucleotide sequence is 70% self-complementary, allowing the genome to form a partially double-stranded, rod-like RNA structure. With a genome of approximately 1700 nucleotides, HDV is the smallest  virus  known to infect animals. It has been proposed that HDV may have originated from a class of plant pathogens called viroids, which are much smaller than viruses.The receptor that HDV recognizes on human hepatocytes has not been identified; however it is thought to be the same as the HBV receptor because both viruses have the same outer coat. HDV recognizes its receptor via the N-terminal domain of the large hepatitis B surface antigen, HBsAg. Mapping by mutagenesis of this domain has shown that amino acid residues 9–15 make up the receptor binding site. After entering the hepatocyte, the virus is uncoated and the nucleocapsid translocated to the nucleus due to a signal in HDAg Since the nucleocapsid does not contain an RNA polymerase to replicate the virus’ genome, the virus makes use of the cellular RNA polymerases. Initially just RNA pol II, now RNA polymerases I and III have also been shown to be involved in HDV replication Normally RNA polymerase II utilizes DNA as a template and produces mRNA. Consequently, if HDV indeed utilizes RNA polymerase II during replication, it would be the only known animal pathogen capable of using a DNA-dependent polymerase as an RNA-dependent polymerase.The RNA polymerases treat the RNA genome as double stranded DNA due to the folded rod-like structure it is in. Three forms of RNA are made; circular genomic RNA, circular complementary antigenomic RNA, and a linear polyadenylated antigenomic RNA, which is the mRNA containing the open reading frame for the HDAg. Synthesis of antigenomic RNA occurs in the nucleolus, mediated by RNA Pol I, whereas synthesis of genomic RNA takes place in the nucleoplasm, mediated by RNA Pol II. HDV RNA is synthesized first as linear RNA that contains many copies of the genome. The genomic and antigenomic RNA contain a sequence of 85 nucleotides, the Hepatitis delta virus ribozyme, that acts as a ribozyme, which self-cleaves the linear RNA into monomers. These monomers are then ligated to form circular RNA.There are eight reported genotypes of HDV with unexplained variations in their geographical distribution and pathogenicity.A significant difference between viroids and HDV is that, while viroids produce no proteins, HDV is known to produce one protein, namely HDAg. It comes in two forms; a 27kDa large-HDAg, and a small-HDAg of 24kDa. The N-terminals of the two forms are identical, they differ by 19 more amino acids in the C-terminal of the large HDAg. Both isoforms are produced from the same reading frame which contains an UAG stop codon at codon 196, which normally produces only the small-HDAg. However, editing by cellular enzyme adenosine deaminase-1 changes the stop codon to UCG, allowing the large-HDAg to be produced. Despite having 90% identical sequences, these two proteins play diverging roles during the course of an infection. HDAg-S is produced in the early stages of an infection and enters the nucleus and supports viral replication. HDAg-L, in contrast, is produced during the later stages of an infection, acts as an inhibitor of viral replication, and is required for assembly of viral particles. Thus RNA editing by the cellular enzymes is critical to the virus’ life cycle because it regulates the balance between viral replication and virion assembly.The routes of transmission of hepatitis D are similar to those for hepatitis B. Infection is largely restricted to persons at high risk of hepatitis B infection, particularly injecting drug users and persons receiving clotting factor concentrates. Worldwide more than 15 million people are co-infected. HDV is rare in most developed countries, and is mostly associated with intravenous drug use. However, HDV is much more common in the immediate Mediterranean region, sub-Saharan Africa, the Middle East, and the northern part of South America. In all, about 20 million people may be infected with HDV.The vaccine for hepatitis B protects against hepatitis D virus because of the latter's dependence on the presence of hepatitis B virus for it to replicate.Low quality evidence suggests that interferon alpha can be effective in reducing the severity of the infection and the effect of the disease during the time the drug is given, but the benefit generally stops when the drug is discontinued, indicating that it does not cure the disease. Interferon is effective only in ~20% of cases.Three genotypes (I–III) were originally described. Genotype I has been isolated in Europe, North America, Africa and some Asia. Genotype II has been found in Japan, Taiwan, and Yakutia (Russia). Genotype III has been found exclusively in South America (Peru, Colombia, and Venezuela). Some genomes from Taiwan and the Okinawa islands have been difficult to type but have been placed in genotype 2. However it is now known that there are at least 8 genotypes of this virus (HDV-1 to HDV-8). Phylogenetic studies suggest an African origin for this pathogen.An analysis of 36 strains of genotype 3 estimated that the most recent common ancestor of these strains originated around 1930. This genotype spread exponentially from early 1950s to the 1970s in South America. The substitution rate was estimated to be 1.07×10−3 substitutions per site per year.Genotype 8 has also been isolated from South America. This genotype is usually only found in Africa and may have been imported into South America during the slave trade.Genotypes, with the exception of type 1, appear to be restricted to certain geographical areas: HDV-2 (previously HDV-IIa) is found in Japan, Taiwan and Yakoutia, Russia; HDV-4 (previously HDV-IIb) in Japan and Taiwan; HDV-3 in the Amazonian region; HDV-5, HDV-6, HDV-7 and HDV-8 in Africa.This article incorporates text from the public domain Pfam and InterPro IPR002506"
"Hepatitis E","The incubation period of hepatitis E varies from 3 to 8 weeks. After a short prodromal phase symptoms lasting from days to weeks follow. They may include jaundice, fatigue and nausea. The symptomatic phase coincides with elevated hepatic aminotransferase levels.Viral RNA becomes detectable in stool and blood serum during incubation period. Serum IgM and IgG antibodies against HEV appear just before onset of clinical symptoms. Recovery leads to virus clearance from the blood, while the virus may persist in stool for much longer. Recovery is also marked by disappearance of IgM antibodies and increase of levels of IgG antibodies.While usually an acute disease, in immunocompromised subjects—particularly in solid organ transplanted patients—hepatitis E may cause a chronic infection. Occasionally this may cause liver fibrosis and cirrhosis."
"Giardiasis","Symptoms include loss of appetite, diarrhea, hematuria (blood in urine), loose or watery stool, stomach cramps, upset stomach, projectile vomiting (uncommon), bloating, excessive gas, and burping (often sulfurous). Symptoms typically begin one to two weeks after infection and may wane and reappear cyclically. Symptoms are caused by Giardia organisms coating the inside of the small intestine and blocking nutrient absorption. Most people are asymptomatic; only about a third of infected people exhibit symptoms. Untreated, symptoms may last for six weeks or longer.Symptomatic infections are well recognized as causing lactose intolerance, which, while usually temporary, may become permanent. Although hydrogen breath tests indicate poorer rates of carbohydrate absorption in those asymptomatically infected, such tests are not diagnostic of infection. It has been suggested that these observations are explained by symptomatic giardia infection allowing for the overgrowth of other bacteria.Some studies have shown giardiasis should be considered as a cause of vitamin B12 deficiency as a result of the problems caused within the intestinal absorption system."
"Hepatitis G","GB virus C (GBV-C), formerly known as hepatitis G virus (HGV), is a virus in the Flaviviridae family and a member of the Pegivirus genus, is known to infect humans, but is not known to cause human disease. There have been reports that HIV patients coinfected with GBV-C can survive longer than those without GBV-C, but the patients may be different in other ways. There is current active research into the virus' effects on the immune system in patients coinfected with GBV-C and HIV.Hepatitis G virus and GB virus C (GBV-C) are RNA viruses that were independently identified in 1995, and were subsequently found to be two isolates of the same virus. Although GBV-C was initially thought to be associated with chronic hepatitis, extensive investigation failed to identify any association between this virus and any clinical illness. GB Virus C (and indeed, GBV-A and GBV-B) is named after the surgeon, G. Barker, who fell ill in 1966 with a non-A non-B hepatitis which at the time was thought to have been caused by a new, infectious hepatic virus.GBV-C is a member of the Flaviviridae family and is phylogenetically related to hepatitis C virus, but replicates primarily in lymphocytes, and poorly, if at all, in hepatocytes. GBV-A and GBV-B are probably tamarin viruses, while GBV-C infects humans. The GB viruses have been tentatively assigned to a fourth genus within the Flaviviridae named  Pegivirus , but this has yet to be formally endorsed by The International Committee on Taxonomy of Viruses.Another member of this clade, GBV-D, has been isolated from a bat (Pteropus giganteus). GBV-D may be ancestral to GBV-A and GBV-C.The mutation rate of the GBV-C genome has been estimated at 10−2 to 10–3 substitutions/site/year.GBV-C infection has been found worldwide and currently infects approximately one sixth of the world's population. High prevalence is observed among subjects with the risk of parenteral exposures including those with exposure to blood and blood products, those on hemodialysis, and intravenous drug users. Sexual contact and vertical transmission may occur. ~10–25% of hepatitis C infected patients and 14–36% of drug users who are seropositive for HIV-1 show the evidence of GBV-C infection.It has been classified into six genotypes and many subtypes with distinct geographical distributions. A seventh has also been described.Genotype 1 is predominant in Africa and is divided into five subtypes. Genotype 2 has three subtypes and is found in Europe and America. Genotype 3 is the most common in Asia including Japan and China. Genotype 4 is predominant in Southeast Asia and genotype 5 is only seen in South Africa. Genotype 6 has been described in Indonesia.Genotype 5 appears to be basal in the phylogenetic tree suggesting an African origin for this virus.It has a single stranded positive RNA genome of about 9.3 kb and contains a single open reading frame (ORF) encoding two structural (E1 and E2) and five non-structural (NS2, NS3, NS4, NS5A, and NS5B) proteins.The majority of immune-competent individuals clear GBV-C viraemia, but in some individuals infection persists for decades. However, the time interval between GBV-C infection and clearance of viraemia (detection of GBV-C RNA in plasma) is not known.Approximately 2% of healthy US blood donors are viraemic with GBV-C, and up to 13% of blood donors have antibodies to E2 protein, indicating possible prior infection.Parenteral, sexual and vertical transmission of GBV-C have been documented. Because of shared modes of transmission, individuals infected with HIV are often coinfected with GBV-C; the prevalence of GBV-C viraemia in HIV patients ranges from 14 to 43%.Some studies have suggested that coinfection with GBV-C slows the progression of HIV disease."
"Hepatitis A","Early symptoms of hepatitis A infection can be mistaken for influenza, but some sufferers, especially children, exhibit no symptoms at all. Symptoms typically appear 2 to 6 weeks (the incubation period) after the initial infection.Symptoms usually last less than 2 months, although some people can be ill for as long as 6 months:FatigueFeverNauseaAppetite lossJaundice, a yellowing of the skin or whites of the eyes due to hyperbilirubinemiaBile is removed from blood stream and excreted in urine, giving it a dark amber colourDiarrheaClay-coloured faeces"
