"Animal Bite-associated infection","na"
"California encephalitis Group","The incubation period of California encephalitis is usually 3–7 days. An early symptoms phase of 1–4 days commonly precedes the onset of encephalitis. This phase manifests as fever, chills, nausea, vomiting, headache, and abdominal pain.The encephalitis is characterized by fever, drowsiness, and lack of mental alertness and orientation. Seizures occur in 50% of children. Focal neurologic signs such as irregular and abnormal reflexes develop in 20% of children. 10% of patients develop coma. The total duration of illness rarely exceeds 10–14 days. Recurrent unprovoked seizures occur even after the illness has passed develops in 20% of patients, especially those who had seizures during the acute illness. In adults, infection is asymptomatic, which means that the patient is a carrier of the infection, but experiences no symptoms or only mild feverish illness.The symptoms include: fever, lethargy, focal neurologic findings, focal motor abnormalities and paralysis."
"Astrakhan Fever","na"
"Aspergillosis","A fungus ball in the lungs may cause no symptoms and may be discovered only with a chest X-ray, or it may cause repeated coughing up of blood and occasionally severe, even fatal, bleeding. A rapidly invasive Aspergillus infection in the lungs often causes cough, fever, chest pain, and difficulty breathing.Aspergillosis affecting the deeper tissues makes a person very ill. Symptoms include fever, chills, shock, delirium, and blood clots. The person may develop kidney failure, liver failure (causing jaundice), and breathing difficulties. Death can occur quickly.Aspergillosis of the ear canal causes itching and occasionally pain. Fluid draining overnight from the ear may leave a stain on the pillow. Aspergillosis of the sinuses causes a feeling of congestion and sometimes pain or discharge. It can extend beyond the sinuses.In addition to the symptoms, an X-ray or computerised tomography (CT) scan of the infected area provides clues for making the diagnosis. Whenever possible, a doctor sends a sample of infected material to a laboratory to confirm identification of the fungus."
"Typhus-Scrub","Symptoms include fever, headache, muscle pain, cough, and gastrointestinal symptoms. More virulent strains of O. tsutsugamushi can cause hemorrhaging and intravascular coagulation. Morbilliform rash, eschar, splenomegaly and lymphadenopathies are typical signs. Leukopenia and abnormal liver function tests are commonly seen in the early phase of the illness. Pneumonitis, encephalitis, and myocarditis occur in the late phase of illness.Acute scrub typhus appears to improve viral loads in patients with HIV. This interaction is challenged by an in vitro study."
"African Tick Bite Fever","na"
"Pharyngeal & Cervical Space Infection","na"
"Lagochilascariasis","na"
"Rat Bite Fever-Spirillary","Symptoms will be different for every person and will be different depending on the type of rat bite fever that a person is infected with. Both spirillary rat bite fever and streptobacillary rat bite fever have a few individual symptoms although most symptoms are crossovers. Streptobacillary is most commonly found in the United States and spirillary rat bite fever is generally diagnosed in patients in Africa and other countries. Rat bite symptoms are visually seen in most cases and include inflammation around the open sore. A rash can also spread around the area and appear red or purple. Other symptoms associated with streptobacillary rat bite fever include chills, fever, vomiting, headaches, and muscle aches. Joints can also become painfully swollen and pain can be experienced in the back. Along with rash and swollen joints, skin irritations like ulcers or inflammation can develop on the hands and feet. Wounds will heal slowly, so it is possible that symptoms will come and go over the course of a few months. It is important to contact a physician and report these symptoms immediately.Symptoms associated with spirillary rat bite fever include issues with the lymph nodes. The lymph nodes which lie in the lymphatic system will often swell or inflame as a reaction to the disease or infection. The most common locations of lymph node swelling are in the neck, groin and underarm. Symptoms generally appear within two to ten days of exposure to the affected animal. It will begin with the fever and will progress to the rash that will appear on the hands and feet within two to four days. Rash will appear all over the body with this form of the infection and will rarely cause symptoms of joint pain."
"Tick-borne Encephalitis","The virus can infect the brain (encephalitis), the meninges (meningitis) or both (meningoencephalitis). In general, mortality is 1% to 2%, with deaths occurring 5 to 7 days after the onset of neurologic signs.In dogs, the disease also manifests as a neurological disorder with signs varying from tremors to seizures and death.In ruminants, neurological disease is also present, and animals may refuse to eat, appear lethargic, and also develop respiratory signs."
"Thogoto","na"
"Nocardiosis","Pulmonary InfectionProduces a virulent form of pneumonia (progressive)night sweats, fever, cough, chest painPulmonary nocardiosis is subacute in onset and refractory to standard antibiotherapysymptoms are more severe in immunocompromised individualsradiologic studies show multiple pulmonary infiltrates with tendency to central necrosisNeurological InfectionHeadache, lethargy, confusion, seizures, sudden onset of neurological deficitCT scan shows cerebral abscessNocardial meningitis is difficult to diagnoseCardiac ConditionsNocardia has been highly linked to endocarditis as a main symptomIn recorded cases, it has caused damage to heart valves whether natural or prostheticLymphocutaneous diseaseNocardial cellulitis is akin to erysipela but is less acuteNodular lymphangeitis mimics sporotrichosis with multiple nodules alongside a lymphatic pathwayMycetoma is a rare complication and osteitis may ensueOcular diseaseVery rarely nocardiae cause keratitisGenerally there is a history of ocular traumaDisseminated nocardiosisDissemination occurs through the spreading enzymes possessed by the bacteriaDisseminated infection can occur in very immunocompromised patientsIt generally involves both lungs and brainFever, moderate or very high can be seenMultiple cavitating pulmonary infiltrates developCerebral abscesses arise laterCutaneous lesions are very rarely seenIf untreated, the prognosis is poor for this form of disease"
"Gastrodiscoidiasis","na"
"Herpes Simplex Infection","HSV infection causes several distinct medical disorders. Common infection of the skin or mucosa may affect the face and mouth (orofacial herpes), genitalia (genital herpes), or hands (herpetic whitlow). More serious disorders occur when the virus infects and damages the eye (herpes keratitis), or invades the central nervous system, damaging the brain (herpes encephalitis). People with immature or suppressed immune systems, such as newborns, transplant recipients, or people with AIDS are prone to severe complications from HSV infections. HSV infection has also been associated with cognitive deficits of bipolar disorder, and Alzheimer's disease, although this is often dependent on the genetics of the infected person.In all cases HSV is never removed from the body by the immune system. Following a primary infection, the virus enters the nerves at the site of primary infection, migrates to the cell body of the neuron, and becomes latent in the ganglion. As a result of primary infection, the body produces antibodies to the particular type of HSV involved, preventing a subsequent infection of that type at a different site. In HSV-1 infected individuals, seroconversion after an oral infection will prevent additional HSV-1 infections such as whitlow, genital herpes, and herpes of the eye. Prior HSV-1 seroconversion seems to reduce the symptoms of a later HSV-2 infection, although HSV-2 can still be contracted.Many people infected with HSV-2 display no physical symptoms—individuals with no symptoms are described as asymptomatic or as having subclinical herpes.Neonatal herpes simplex is a HSV infection in an infant. It is a rare but serious condition, usually caused by vertical transmission of HSV (type 1 or 2) from mother to newborn. During immunodeficiency herpes simplex can cause unusual lesions in the skin. One of the most striking is the appearance of clean linear erosions in skin creases, with the appearance of a knife cut.Herpetic sycosis is a recurrent or initial herpes simplex infection affecting primarily the hair follicle.:369Eczema herpeticum is an infection with herpesvirus in patients with chronic atopic dermatitis may result in spread of herpes simples throughout the eczematous areas.:373Herpetic keratoconjunctivitisis a primary infection typically presents as swelling of the conjunctiva and eyelids (blepharoconjunctivitis), accompanied by small white itchy lesions on the surface of the cornea.Although the exact cause of Bell's palsy, a type of facial paralysis, is unknown it may be related to reactivation of herpes simplex virus type 1. This theory has been contested, however, since HSV is detected in large numbers of individuals having never experienced facial paralysis, and higher levels of antibodies for HSV are not found in HSV-infected individuals with Bell's palsy compared to those without. Regardless antivirals have been found to not improve outcomes.HSV-1 has been proposed as a possible cause of Alzheimer's disease. In the presence of a certain gene variation (APOE-epsilon4 allele carriers), HSV-1 appears to be particularly damaging to the nervous system and increases one’s risk of developing Alzheimer’s disease. The virus interacts with the components and receptors of lipoproteins, which may lead to the development of Alzheimer's disease."
"Enteritis necroticans","CNE is a necrotizing inflammation of the small bowel (especially the jejunum but also the ileum). Clinical results may vary from mild diarrhea to a life-threatening sequence of severe abdominal pain, vomiting, bloody stool, ulceration of the small intestine with leakage (perforation) into the peritoneal cavity and possible death within a single day due to peritonitis. Many patients exhibit meteorism. Treatment involves suppressing the toxin-producing organisms with antibiotics such as penicillin G or metronidazole. About half of seriously ill patients require surgery for perforation, persistent intestinal obstruction, or failure to respond to the antibiotics. An investigational toxoid vaccine has been used successfully in some developing countries but is not available outside of research."
"Chancroid","These are only local and no systemic manifestations are present. The ulcer characteristically:Ranges in size dramatically from 3 to 50 mm (1/8 inch to two inches) acrossIs painfulHas sharply defined, undermined bordersHas irregular or ragged bordersHas a base that is covered with a gray or yellowish-gray materialHas a base that bleeds easily if traumatized or scrapedpainful lymphadenopathy occurs in 30 to 60% of patients.dysuria (pain with urination) and dyspareunia (pain with intercourse) in femalesAbout half of infected men have only a single ulcer. Women frequently have four or more ulcers, with fewer symptoms.The initial ulcer may be mistaken as a  hard  chancre, the typical sore of primary syphilis, as opposed to the  soft chancre  of chancroid.Approximately one-third of the infected individuals will develop enlargements of the inguinal lymph nodes, the nodes located in the fold between the leg and the lower abdomen.Half of those who develop swelling of the inguinal lymph nodes will progress to a point where the nodes rupture through the skin, producing draining abscesses. The swollen lymph nodes and abscesses are often referred to as buboes."
"Subdural Empyema","na"
"Mammomonogamiasis","Symptoms usually began to appear six to 11 days after initial infection, beginning with a fever and cough. Most cases reported a progression to a persistent cough, leading to expectoration and sometimes hemoptysis. Worms in the bronchial region can trigger a chronic, nonproductive cough and asthma-like symptoms due to the obstruction of airways by the worms. These symptoms, along with a low-grade fever, can last several months if not initially diagnosed correctly. A scratching or crawling sensation can be felt in the throat if the worms are attached in the larynx. Weight loss and pneumonitis have been reported as possible long-term consequences, but not anemia.Recently, M. laryngeus worms were found in the duodenum of a Thai patient, which was the first gastrointestinal case of ammomonogamiasis. The patient complained of chest pain, haematemesia, melaena, abdominal bloating, but no respiratory symptoms. Although nothing conclusive was determined, it is possible that the adult worms were dislodged from the larynx, reswallowed, and later found in the duodenum."
"Leishmaniasis-visceral","In human hosts, response to infection by L. donovani varies a great deal, not only by the strength but also by the type of the patient's immune reaction. People with a history of infection by strains of leishmania that cause visceral leishmaniasis show a continuum of immune responses from protective to non-protective. Those who acquired protective immunity (skin test positive) without ever having visceral leishmaniasis have a strong type 1 CD4+ response to leishmania antigens. Antigen specific interferon-gamma and proliferation, as well as the ability to kill intracellular leishmania, are hallmarks of protective immunity. Because visceral leishmaniasis patients lack these responses to leishmania and other antigens, they usually die of secondary infections unless treated. In addition, increased interleukin-10 secretion is characteristic of the disease. Addition of interleukin-12, anti-interleukin-10, or anti-interleukin-4 to peripheral blood mononuclear cells from acute patients sometimes increases interferon-gamma secretion and proliferation. Acute patient peripheral blood mononuclear cells include CD8+ T regulatory cells that decrease interferon-gamma secretion and proliferation responses to leishmania and other antigens and increase interleukin-10 secretion when added to autologous peripheral blood mononuclear cells harvested after successful treatment. Thus, the CD8+ T regulatory cells reproduce the immune response characteristic of visceral leishmaniasis. CD8+ T regulatory cells are also associated with post kala azar dermal leishmaniasis. Addition of interleukin-12 or interferon-gamma does not prevent CD8+ T regulatory activity. The dominance of type 1 CD4+ T cells in skin test positive adults maybe explained by their secretion of factors that inhibit and kill CD8+ T regulatory cells. Successfully treated patients rarely develop visceral leishmaniasis a second time. Their peripheral blood mononuclear cells show a mixed T1/T2 CD4+ and CD8+ T suppressor response but do have the ability to kill intracellular leishmania.When a human patient does develop visceral leishmaniasis, the most typical symptoms are fever and the enlargement of the spleen, or splenomegaly, with enlargement of the liver—hepatomegaly—sometimes being seen as well. The blackening of the skin that gave the disease its common name in India does not appear in most strains of the disease, and the other symptoms are very easy to mistake for those of malaria. Misdiagnosis is dangerous, as without proper treatment the mortality rate for kala-azar is close to 100%. L. donovani itself is not usually the direct cause of death in kala-azar sufferers, however. Pneumonia, tuberculosis, and dysentery are omnipresent in the depressed regions where leishmaniasis thrives, and, as with AIDS, it is these opportunistic infections that are more likely to kill, flaring up in a host whose immune system has been weakened by the L. donovani infection. Progress of the disease is extremely variable, taking anywhere from one to twenty weeks, but a typical duration for the Sudanese strain of the disease is narrower, between twelve and sixteen weeks.Even with recovery, kala-azar does not always leave its hosts unmarked. Some time after successful treatment—generally a few months with African kala-azar, or as much as several years with the Indian strain—a secondary form of the disease may set in, called post kala-azar dermal leishmaniasis, or PKDL. This condition manifests first as small, measle-like skin lesions on the face, which gradually increase in size and spread over the body. Eventually the lesions may coalesce to form disfiguring, swollen structures resembling leprosy, and occasionally causing blindness if they spread to the eyes. (This disease is not the same as cutaneous leishmaniasis, a milder disease caused by another protozoan of the Leishmania genus which also causes skin lesions.)"
"Reye's Syndrome","Reye's syndrome progresses through five stages:Stage I
Rash on palms of hands and feet
Persistent, heavy vomiting that is not relieved by not eating
Generalized lethargy
Confusion
Nightmares
High fever
Headaches
Stage II
Stupor caused by encephalitis
Hyperventilation
Fatty liver (found by biopsy)
Hyperactive reflexes
Stage III
Continuation of Stage I and II symptoms
Possible coma
Possible cerebral edema
Rarely, respiratory arrest
Stage IV
Deepening coma
Dilated pupils with minimal response to light
Minimal but still present hepatic dysfunction
Stage V
Very rapid onset following stage IV
Deep coma
Seizures
Multiple organ failure
Flaccidity
Hyperammonemia (above 300 mg/dL of blood)
Death
"
"Diphylloborthriasis","Diphyllobothriasis can last for decades if untreated. Most infections are asymptomatic. Manifestations may include abdominal discomfort, diarrhea, vomiting and weight loss. Vitamin B12 deficiency with subsequent megaloblastic anemia may occur, but has not for several decades in D. latum infections, possibly because of improved nutrition. In one test, nearly half of the ingested vitamin was absorbed by D. latum in otherwise healthy patients, while 80-100% was absorbed by the worm in patients with anemia. It is not known why anemia occurs in some cases but not others. Massive infections may result in intestinal obstruction. Migration of proglottids can cause cholecystitis or cholangitis.Females cases are disproportionately reported, most likely due to the higher likelihood for them to be involved in meal preparation, rather than any morphological differences."
"Influenza","Approximately 33% of people with influenza are asymptomatic.Symptoms of influenza can start quite suddenly one to two days after infection. Usually the first symptoms are chills or a chilly sensation, but fever is also common early in the infection, with body temperatures ranging from 38 to 39 °C (approximately 100 to 103 °F). Many people are so ill that they are confined to bed for several days, with aches and pains throughout their bodies, which are worse in their backs and legs. Symptoms of influenza may include:Fever and extreme coldness (chills shivering, shaking (rigor))CoughNasal congestionRunny noseBody aches, especially joints and throatFatigueHeadacheIrritated, watering eyesReddened eyes, skin (especially face), mouth, throat and nosePetechial rashIn children, gastrointestinal symptoms such as diarrhea and abdominal pain, (may be severe in children with influenza B)It can be difficult to distinguish between the common cold and influenza in the early stages of these infections, but a flu can be identified by a high fever with a sudden onset and extreme fatigue. Influenza is a mixture of symptoms of common cold and pneumonia, body ache, headache, and fatigue. Diarrhea is not normally a symptom of influenza in adults, although it has been seen in some human cases of the H5N1  bird flu  and can be a symptom in children. The symptoms most reliably seen in influenza are shown in the table to the right.Since antiviral drugs are effective in treating influenza if given early (see treatment section, below), it can be important to identify cases early. Of the symptoms listed above, the combinations of fever with cough, sore throat and/or nasal congestion can improve diagnostic accuracy. Two decision analysis studies suggest that during local outbreaks of influenza, the prevalence will be over 70%, and thus patients with any of these combinations of symptoms may be treated with neuraminidase inhibitors without testing. Even in the absence of a local outbreak, treatment may be justified in the elderly during the influenza season as long as the prevalence is over 15%.The available laboratory tests for influenza continue to improve. The United States Centers for Disease Control and Prevention (CDC) maintains an up-to-date summary of available laboratory tests. According to the CDC, rapid diagnostic tests have a sensitivity of 70–75% and specificity of 90–95% when compared with viral culture. These tests may be especially useful during the influenza season (prevalence=25%) but in the absence of a local outbreak, or peri-influenza season (prevalence=10%).On the more serious side, influenza can occasionally cause either direct viral or secondary bacterial pneumonia. The obvious symptom is trouble breathing. In addition, if a child (or presumably an adult) seems to be getting better and then relapses with a high fever, that is a danger sign since this relapse can be bacterial pneumonia."
"Brazilian hemorrhagic fever","na"
"Otitis Media","An integral symptom of acute otitis media is ear pain; other possible symptoms include fever, and irritability (in infants). Since an acute otitis media is usually precipitated by an upper respiratory tract infection, there often are accompanying symptoms like cough and nasal discharge."
"Pseudocowpox","na"
"Orbital and Eye Infections","Patients commonly complain of pain when moving the eye, sudden loss of vision, bulging of the eye or eyes that are infected and limited eye movement. Along with these symptoms, patients typically have redness and swelling of the eyelid, pain, discharge, inability to open the eye, occasional fever and lethargy. It is usually caused by a previous sinusitis. Other causes include infection of nearby structures, trauma and previous surgery."
"Pharyngitis-Bacterial","na"
"Venezuelan Hemorrhagic Fever","VHF has many similarities to Lassa fever and to the arenavirus hemorrhagic fevers that occur in Argentina and Bolivia. It causes fever and malaise followed by hemorrhagic manifestations and convulsions. Some presentations of the virus are also characterized by vascular damage, bleeding diathesis, fever, and multiple organ involvement. Clinical diagnosis of VHF has proven to be difficult based on the nonspecific symptoms. The disease is fatal in 30% of cases and is endemic to Portuguesa state and Barinas state in Venezuela.Treatment and prevention for the VHF virus are limited and there are currently no licensed vaccines available that can act to prevent the disease  . However, once infected, Ribavirin, an anti-viral drug given intravenously, is one way to treat VHF."
"Hookworm","There are no specific symptoms or signs of hookworm infection. As mentioned above, they give rise to a combination of intestinal inflammation and progressive iron/protein-deficiency anaemia. Larval invasion of the skin might give rise to intense, local itching, usually on the foot or lower leg, which can be followed by lesions that look like insect bites, can blister ( ground itch ), and last for a week or more.Animal hookworm larvae on penetrating humans may produce a creeping eruption called cutaneous larva migrans. The larvae migrate in tortuous tunnels in between stratum basale and stratum corneum of the skin, causing serpigenous vesicular lesions. With advancing movement of the larvae, the rear portions of the lesions become dry and crusty. The lesions are typically intensely itchy.Coughing, chest pain, wheezing, and fever will sometimes be experienced by people who have been exposed to very large numbers of larvae. Epigastric pains, indigestion, nausea, vomiting, constipation, and diarrhea can occur early or in later stages as well, although gastrointestinal symptoms tend to improve with time. Signs of advanced severe infection are those of anemia and protein deficiency, including emaciation, cardiac failure and abdominal distension with ascites."
"Old World Phleboviruses","na"
"Urinary Tract Infection","Lower urinary tract infection is also referred to as a bladder infection. The most common symptoms are burning with urination and having to urinate frequently (or an urge to urinate) in the absence of vaginal discharge and significant pain. These symptoms may vary from mild to severe and in healthy women last an average of six days. Some pain above the pubic bone or in the lower back may be present. People experiencing an upper urinary tract infection, or pyelonephritis, may experience flank pain, fever, or nausea and vomiting in addition to the classic symptoms of a lower urinary tract infection. Rarely the urine may appear bloody or contain visible pyuria (pus in the urine).In young children, the only symptom of a urinary tract infection (UTI) may be a fever. Because of the lack of more obvious symptoms, when females under the age of two or uncircumcised males less than a year exhibit a fever, a culture of the urine is recommended by many medical associations. Infants may feed poorly, vomit, sleep more, or show signs of jaundice. In older children, new onset urinary incontinence (loss of bladder control) may occur.Urinary tract symptoms are frequently lacking in the elderly. The presentations may be vague with incontinence, a change in mental status, or fatigue as the only symptoms, while some present to a health care provider with sepsis, an infection of the blood, as the first symptoms. Diagnosis can be complicated by the fact that many elderly people have preexisting incontinence or dementia."
"blastomycosis","Blastomycosis can present in one of the following ways:a flu-like illness with fever, chills, arthralgia (joint pain), myalgia (muscle pain), headache, and a nonproductive cough which resolves within days.an acute illness resembling bacterial pneumonia, with symptoms of high fever, chills, a productive cough, and pleuritic chest pain.a chronic illness that mimics tuberculosis or lung cancer, with symptoms of low-grade fever, a productive cough, night sweats, and weight loss.a fast, progressive, and severe disease that manifests as ARDS, with fever, shortness of breath, tachypnea, hypoxemia, and diffuse pulmonary infiltrates.skin lesions, usually asymptomatic, can be verrucous (wart-like) or ulcerated with small pustules at the margins.bone lytic lesions can cause bone or joint pain.prostatitis may be asymptomatic or may cause pain on urinating.laryngeal involvement causes hoarseness.40% immunocompromised individuals have CNS involvement and present as brain abscess, epidural abscess or meningitis."
"Dipylidiasis","na"
"Viliuisk Encephalomyelitis","As of 2007, fewer than 500 Yakut individuals have been infected with VE. Viliuisk Encephalomyelitis is classified as a progressive neurological disorder that ultimately ends in the death of the infected individual. The disease has three distinguishable phases: The acute form, the progressive form, and the chronic form.The acute form is the most rapid and most violent of all the stages. It begins with the characteristic rigidity of the muscles, accompanied by slurred speech, severe headaches, and exaggeration of cold-like symptoms. Patients usually die within weeks of the initial symptoms. Routine post-mortem examinations yield: severe inflammation of the brain lining, clusters of dead cells and tissue, and largely increased amounts of macrophages and lymphocytes.The progressive form is the most common case. Patients initially experience acute-like symptoms which are not as severe, and subside within a few weeks. Following the sub-acute phase, the patients experience a few mild symptoms including some behavioral changes, incoordination, and difficulty in speech. Eventually the disease developed fully and those infected were stricken with the characteristic symptoms of rigidity, slurred speech, and deterioration of cognitive functions. Ultimately, brain function depreciates rapidly resulting in death.Many patients who undergo the chronic form claim never to have had an acute attack. These patients endure varying measures of impairment and suffer mental deterioration for the remainder of their lives. Usually they live to be very old and succumb to other diseases.In almost all cases there are changes characteristic of VE. Early onset shows an increased number of lymphocytes and increased protein concentration — which reduces over many years. These factors help neurologists determine the form of VE based on progression. The trademark changes in the brain include: thickened inflamed meninges, necrotic cortical lesions, increased number of lymphocytes, and neuronal death."
"Myiasis","How myiasis affects the human body depends on where the larvae are located. Larvae may infect dead, necrotic (prematurely dying) or living tissue in various sites: the skin, eyes, ears, stomach and intestinal tract, or in genitourinary sites. They may invade open wounds and lesions or unbroken skin. Some enter the body through the nose or ears. Larvae or eggs can reach the stomach or intestines if they are swallowed with food and cause gastric or intestinal myiasis.Several different presentations of myiasis and their symptoms:Nosocomial Myiasis refers to myiasis in a hospital setting. It is quite frequent, as patients with open wounds or sores can be infested if flies are present. To prevent nosocomial myiasis, hospital rooms must be kept free of flies.Human ophthalmomyiasis, both external and internal, has been caused by botfly larvae."
"Clostridial food poisoning","na"
"Q-Fever","Incubation period is usually two to three weeks. The most common manifestation is mild flu-like symptoms with abrupt onset of fever, malaise, profuse perspiration, severe headache, myalgia (muscle pain), joint pain, loss of appetite, upper respiratory problems, dry cough, pleuritic pain, chills, confusion and gastrointestinal symptoms, such as nausea, vomiting and diarrhea. The fever lasts approximately seven to 14 days.Approximately half of infected individuals exhibit no symptoms.During its course, the disease can progress to an atypical pneumonia, which can result in a life-threatening acute respiratory distress syndrome (ARDS), whereby such symptoms usually occur during the first four to five days of infection.Less often, Q fever causes (granulomatous) hepatitis, which may be asymptomatic or becomes symptomatic with malaise, fever, liver enlargement (hepatomegaly) and pain in the right upper quadrant of the abdomen. Whereas transaminase values are often elevated, jaundice is uncommon. Retinal vasculitis is a rare manifestation of Q fever.The chronic form of Q fever is virtually identical to inflammation of the inner lining of the heart (endocarditis), which can occur months or decades following the infection. It is usually fatal if untreated. However, with appropriate treatment, the mortality falls to around 10%."
"Gongylonemiasis","na"
"Pyodermas (impetigo)","na"
"Meningitis -aseptic (viral)","In adults, the most common symptom of meningitis is a severe headache, occurring in almost 90% of cases of bacterial meningitis, followed by nuchal rigidity (the inability to flex the neck forward passively due to increased neck muscle tone and stiffness). The classic triad of diagnostic signs consists of nuchal rigidity, sudden high fever, and altered mental status; however, all three features are present in only 44–46% of bacterial meningitis cases. If none of the three signs is present, meningitis is extremely unlikely. Other signs commonly associated with meningitis include photophobia (intolerance to bright light) and phonophobia (intolerance to loud noises). Small children often do not exhibit the aforementioned symptoms, and may only be irritable and look unwell. The fontanelle (the soft spot on the top of a baby's head) can bulge in infants aged up to 6 months. Other features that distinguish meningitis from less severe illnesses in young children are leg pain, cold extremities, and an abnormal skin color.Nuchal rigidity occurs in 70% of bacterial meningitis in adults. Other signs of meningism include the presence of positive Kernig's sign or Brudziński sign. Kernig's sign is assessed with the person lying supine, with the hip and knee flexed to 90 degrees. In a person with a positive Kernig's sign, pain limits passive extension of the knee. A positive Brudzinski's sign occurs when flexion of the neck causes involuntary flexion of the knee and hip. Although Kernig's sign and Brudzinski's sign are both commonly used to screen for meningitis, the sensitivity of these tests is limited. They do, however, have very good specificity for meningitis: the signs rarely occur in other diseases. Another test, known as the  jolt accentuation maneuver  helps determine whether meningitis is present in those reporting fever and headache. A person is asked to rapidly rotate the head horizontally; if this does not make the headache worse, meningitis is unlikely.Meningitis caused by the bacterium Neisseria meningitidis (known as  meningococcal meningitis ) can be differentiated from meningitis with other causes by a rapidly spreading petechial rash, which may precede other symptoms. The rash consists of numerous small, irregular purple or red spots ( petechiae ) on the trunk, lower extremities, mucous membranes, conjuctiva, and (occasionally) the palms of the hands or soles of the feet. The rash is typically non-blanching; the redness does not disappear when pressed with a finger or a glass tumbler. Although this rash is not necessarily present in meningococcal meningitis, it is relatively specific for the disease; it does, however, occasionally occur in meningitis due to other bacteria. Other clues on the cause of meningitis may be the skin signs of hand, foot and mouth disease and genital herpes, both of which are associated with various forms of viral meningitis.Additional problems may occur in the early stage of the illness. These may require specific treatment, and sometimes indicate severe illness or worse prognosis. The infection may trigger sepsis, a systemic inflammatory response syndrome of falling blood pressure, fast heart rate, high or abnormally low temperature, and rapid breathing. Very low blood pressure may occur at an early stage, especially but not exclusively in meningococcal meningitis; this may lead to insufficient blood supply to other organs.Disseminated intravascular coagulation, the excessive activation of blood clotting, may obstruct blood flow to organs and paradoxically increase the bleeding risk. Gangrene of limbs can occur in meningococcal disease. Severe meningococcal and pneumococcal infections may result in hemorrhaging of the adrenal glands, leading to Waterhouse-Friderichsen syndrome, which is often fatal.The brain tissue may swell, pressure inside the skull may increase and the swollen brain may herniate through the skull base. This may be noticed by a decreasing level of consciousness, loss of the pupillary light reflex, and abnormal posturing. The inflammation of the brain tissue may also obstruct the normal flow of CSF around the brain (hydrocephalus).Seizures may occur for various reasons; in children, seizures are common in the early stages of meningitis (in 30% of cases) and do not necessarily indicate an underlying cause. Seizures may result from increased pressure and from areas of inflammation in the brain tissue.Focal seizures (seizures that involve one limb or part of the body), persistent seizures, late-onset seizures and those that are difficult to control with medication indicate a poorer long-term outcome.Inflammation of the meninges may lead to abnormalities of the cranial nerves, a group of nerves arising from the brain stem that supply the head and neck area and which control, among other functions, eye movement, facial muscles, and hearing. Visual symptoms and hearing loss may persist after an episode of meningitis. Inflammation of the brain (encephalitis) or its blood vessels (cerebral vasculitis), as well as the formation of blood clots in the veins (cerebral venous thrombosis), may all lead to weakness, loss of sensation, or abnormal movement or function of the part of the body supplied by the affected area of the brain."
"Flinders Island Spotted Fever","na"
"Rickettsia Felis Infection","na"
"Ornithosis","In humans, after an incubation period of 5–14 days, the symptoms of the disease range from inapparent illness to systemic illness with severe pneumonia. It presents chiefly as an atypical pneumonia. In the first week of psittacosis the symptoms mimic typhoid fever: prostrating high fevers, arthralgias, diarrhea, conjunctivitis, epistaxis and leukopenia. Rose spots can appear and these are called Horder's spots.Splenomegaly is frequent toward the end of first week. Diagnosis can be suspected in case of respiratory infection associated with splenomegaly and/or epistaxis. Headache can be so severe that suggests meningitis and some nuchal rigidity is not unusual. Towards the end of first week stupor or even coma can result in severe cases.The second week is more akin to acute bacteraemic pneumococcal pneumonia with continuous high fevers, cough and dyspnoea. X rays show patchy infiltrates or a diffuse whiteout of lung fields.Complications in the form of endocarditis, hepatitis, myocarditis, arthritis, keratoconjunctivitis, and neurologic complications (encephalitis) may occasionally occur. Severe pneumonia requiring intensive-care support may also occur. Fatal cases have been reported (less than 1% of cases).Blood analysis shows leukopenia, thrombocytopenia and moderately elevated liver enzymes. Differential diagnosis must be made with typhus, typhoid and atypical pneumonia by Mycoplasma, Legionella or Q fever. Exposure history is paramount to diagnosis. Diagnosis involves microbiological cultures from respiratory secretions of patients or serologically with a fourfold or greater increase in antibody titers against C. psittaci in blood samples combined with the probable course of the disease. Typical inclusions called  Leventhal-Cole-Lillie bodies  can be seen within macrophages in BAL (Bronchial Alveolar Lavage) fluid. Culture of Chlamydia psittaci is hazardous and should only be carried out in biosafety laboratories.Psittacosis was first reported in Europe in 1879.In 1929, a highly publicized outbreak of psittacosis hit the United States. Although not the first report of psittacosis in the United States, it was the largest up to that time. It led to greater controls on the import of pet parrots. The aftermath of the outbreak and how it was handled led to the establishment of the National Institutes of Health.From 2002 through 2009, 66 human cases of psittacosis were reported to the Centers for Disease Control and most resulted from exposure to infected pet birds, usually cockatiels, parakeets, parrots, and macaws. Many more cases may occur that are not correctly diagnosed or reported.Bird owners, pet shop employees, zookeepers and veterinarians are at risk of the infection. Some outbreaks of psittacosis in poultry processing plants have been reported.The infection is treated with antibiotics. Tetracyclines and chloramphenicol are the drugs of choice for treating patients with psittacosis. Most persons respond to oral therapy doxycycline, tetracycline hydrochloride, or chloramphenicol palmitate. For initial treatment of severely ill patients, doxycycline hyclate may be administered intravenously. Remission of symptoms usually is evident within 48–72 hours. However, relapse can occur, and treatment must continue for at least 10–14 days after fever abates. Although its in vivo efficacy has not been determined, erythromycin probably is the best alternative agent for persons for whom tetracycline is contraindicated (e.g., children aged less than 9 years and pregnant women)."
"Bartonellosis-South American","na"
