name,repoURL,sourceURL,wgetURL,have,source,newCategories,categories,scope,eTag,lastModifiedDateInSource,geoResolution,startDate,endDate,timeResolution,rasterized,fileType,fileSize,internalLocation,ckanURL,notes
Superfund Sites,,http://www.epa.gov/enviro/geo_data.html,,no,United States Environmental Protection Agency,Changing Ecosystems,Land Use / Land Cover,National,,,,,,,no,,,,,
"Surface Water (lakes, major rivers)",,http://nhd.usgs.gov/data.html,,no,NHD,Changing Ecosystems,"Land Use / Land Cover , Biodiversity",National,,,,,,,no,,,,,
Survival International Indigenous Tribes,,,http://david.tryse.net/googleearth/Survival_International_nw.kmz,yes,Survival International,,,Global,e476a5-1a5-473e429734300,Sat 19 Sep 2009 01:28:12 GMT,,Present,Present,,no,kmz,0.0004014969,,,"This map shows information from Survival International about 33 indigenous tribes on five continents. Survival is an organisation that works to support tribal peoples worldwide. The tribes in the map are under threat from ranchers, loggers and miners invading and stealing their land. Many of the tribes have been decimated from previous massacres and forced relocations. Some of them still reject all contact with outsiders. "
T&E Species Habitat Areas,,,,no,,Changing Ecosystems,"Biodiversity , Land Use / Land Cover",National,,,,,,,no,,,,,
Terrascope/land use change detection,,,www.ambiotek.com/terrascope,no,King's college London. University of London,Changing Ecosystems,Land Use / Land Cover ,Global,,,,"1970s, circa 1990 and circa 2000","1970s, circa 1990 and circa 2000",0,no,,,,,"Terrascope wants to provide an easy mechanism for visual change detection for non remote-sensing specialists who may be interested in environmental change research, awareness raising, and conservation monitoring or prioritization uses. Is a Google Earth implementation of the LANDSAT MSS, TM and ETM+ ortho mosaics for the 1970s, circa 1990 and circa 2000. Full resolution is 57 metres/pixel for the 1970's (MSS), 28.5 metres/pixel for the circa 1990 (TM) and 14.25 metres/pixel for circa 2000 (ETM+). The rationale for terrascope is "
Terrestrial Ecoregions of the World ,https://worldwildlife.org/pages/conservation-science-data-and-tools,http://worldwildlife.org/publications/terrestrial-ecoregions-of-the-world,http://assets.worldwildlife.org/publications/15/files/original/official_teow.zip?1349272619,yes,WWF,Changing Ecosystems,"Land Use / Land Cover , Biodiversity",Global,5d329a13dcd4abf810474e9554de8192,Wed 03 Oct 2012 13:57:00 GMT,,,,,,zip,49.3135585785,,,
"Territorial Change, 1816 - 2008 ( v 4.01)",http://www.correlatesofwar.org/,http://www.correlatesofwar.org/COW2%20Data/TerrChange/terrchange.html,http://www.correlatesofwar.org/COW2%20Data/TerrChange/tc2008.zip,yes,Correlates of War ,War and Famine,Political Stability,Global,657ef3dd44dbca1:7f4,Tue 13 Apr 2010 20:06:56 GMT,,,,,,zip,0.2671442032,,,
The Alliance Treaty Obligations and Provisions Project ( ATOP ),http://atop.rice.edu/,http://atop.rice.edu/data,"http://atop.rice.edu/download/data/ATOP3_0csv.zip ,
http://atop.rice.edu/download/data/ATOP3_0basiccsv.zip ,
http://atop.rice.edu/download/data/ATOP3_0NNAcsv.zip ,
http://atop.rice.edu/download/data/ATOP3_0EUGcsv.zip",yes,"Brett Ashley Leeds, Rice University",Political Stability,Political Stability,Global,"6ef881c5-2ab43e-3f913055fef00,41fcbf3f-d2e39-3f91305da0100,660c80b8-9b729-3f91305cabec0,1f5df411-13cf08-3f913059cf800","Thu 09 Jun 2005 02:43:40 GMT,Thu 09 Jun 2005 02:43:48 GMT,Thu 09 Jun 2005 02:43:47 GMT,Thu 09 Jun 2005 02:43:44 GMT",,,,,,"zip,zip,zip,zip",5.3380508423,,,
The Battle Deaths Dataset Version 3.0,http://www.prio.no/Data/Armed-Conflict/,http://www.prio.no/Data/Armed-Conflict/Battle-Deaths/The-Battle-Deaths-Dataset-version-30/,"http://www.prio.no/Global/upload/CSCW/Data/PRIO_bd3.0.xls ,
http://www.prio.no/Global/upload/CSCW/Data/PRIObd3.0_documentation.pdf ,
http://www.prio.no/Global/upload/CSCW/Data/PRIObd3.0_codebook.pdf",yes,Peace Research Institute - Oslo,,Political Stability,Global,"1CDCBFF1536EE62,1CDCBFF1D291592,1CDCBFF193F821E","Mon 26 Nov 2012 17:54:29 GMT,Mon 26 Nov 2012 17:54:42 GMT,Mon 26 Nov 2012 17:54:36 GMT",,,,,,"xls,pdf,pdf",3.3720960617,,,
The CO2 bubble,,http://earth.tryse.net/,http://earth.tryse.net/CO2bubble_nw.kmz,yes,David and Edel Tryse,,,,1d7b8f2-18a-47a00d4e1d040,Sat 05 Dec 2009 20:11:37 GMT,,,,,,kmz,0.0003757477,,,
"The Economics of Civil War, Crime and Violence ",,http://politics.as.nyu.edu/object/cohenlinks.html,"http://www.nyu.edu/gsas/dept/politics/faculty/cohen/peacebuilding.dta ,
http://www.nyu.edu/gsas/dept/politics/faculty/cohen/codebook.pdf",yes,"Michael Doyle, Nicholas Sambanis","War and Famine , Political Stability",Political Stability,Global,"9adedf-1705d-4c7c731df9c00,9aded7-2260a-4c7c731df9c00","Tue 21 Aug 2012 14:10:56 GMT,Tue 21 Aug 2012 14:10:56 GMT",,,,,,"txt,pdf",0.2242193222,,,
The Gleditsch and Ward Minimum Distance Data,,http://privatewww.essex.ac.uk/~ksg/mindist.html,http://privatewww.essex.ac.uk/~ksg/mindist/mindist0.97.zip,yes,"Gleditsch, Ward","War and Famine , Political Stability",Political Stability,Global,70da3fc-71cd6-42b13c917dd40,Wed 07 Mar 2007 10:38:05 GMT,,,,,,zip,0.4445400238,,,
The Institutions and Elections Project,,http://www2.binghamton.edu/political-science/institutions-and-elections-project.html,"http://www2.binghamton.edu/political-science/pdf/IAEPusersmanual.pdf ,
http://www2.binghamton.edu/political-science/files/institutions-data-11-16-11.dta ,
http://www2.binghamton.edu/political-science/files/institutions-csv-11-16-11.csv ,
http://www2.binghamton.edu/political-science/dta/elections.dta ,
http://www2.binghamton.edu/political-science/csv/elections.csv.txt ,
http://www2.binghamton.edu/political-science/notes.zip",yes,Binghamton University,Political Stability,Political Stability,Global,"41804-2b2dc-4558696fd3d80,db1fd-e3ad9-4b308ff947285,db20a-129f9a-4b30912c982f0,41794-20fb6-4558696edfb40,41791-11f12-4558696deb900,41828-1440dc-455869795d400","Thu 28 Aug 2008 15:14:14 GMT,Thu 01 Dec 2011 14:52:15 GMT,Thu 01 Dec 2011 14:57:38 GMT,Thu 28 Aug 2008 15:14:13 GMT,Thu 28 Aug 2008 15:14:12 GMT,Thu 28 Aug 2008 15:14:24 GMT",,,,,,"pdf,txt,csv,txt,txt,zip",3.6867551804,,,
The Pacific Rainfall Database,,http://pacrain.evac.ou.edu/#data,http://pacrain.evac.ou.edu/download/pacrain_full.tar,yes,"National Oceanic and Atmospheric Administration, University of Okhlahama",Climate and Weather,Scenarios / GCM,Regional,e0008-13e4800-533addaf,Tue 01 Apr 2014 15:39:27 GMT,,,,,,tar,19.892578125,,,
"The Societal, Political and Economic Event Database Project",http://www.clinecenter.illinois.edu/,http://www.clinecenter.illinois.edu/research/speed-data.html,"http://www.clinecenter.illinois.edu/research/documents/ssp_public.dta ,
http://www.clinecenter.illinois.edu/research/documents/ssp_public.sas7bdat ,
http://www.clinecenter.illinois.edu/research/documents/ssp_public.xls ,
http://www.clinecenter.illinois.edu/research/documents/ssp_public.csv ,
http://www.clinecenter.illinois.edu/research/documents/SPEED-Codebook.pdf ,
http://www.clinecenter.illinois.edu/research/documents/SPEED-Codebook.xls",yes,Cline Center for Democracy,"Human Demographics and Behavior , Economic Development and Land Use , Poverty and Social Inequality ","Political Stability , Food Security",Global,"8bfb34b3f133cf1:0,ab5c5bbbe733cf1:0,cb722766fb33cf1:0,cfa91ae2934cf1:0,303fdfd7ad2cd1:0,ddde317879d2cd1:0","Thu 27 Feb 2014 19:25:40 GMT,Thu 27 Feb 2014 18:14:19 GMT,Thu 27 Feb 2014 20:35:06 GMT,Thu 27 Feb 2014 22:18:46 GMT,Tue 04 Dec 2012 23:49:52 GMT,Tue 04 Dec 2012 23:45:41 GMT",,,,,,"x-stata,x-sas-system,xls,csv,pdf,xls",156.554201126,,,
The World Atlas of Language Structures (WALS),,http://wals.info/,http://wals.info/static/download/wals-language.csv.zip,yes,World Atlas of Language Structures,Changing Ecosystems,,Global,,Thu 14 Nov 2013 13:17:45 GMT,,,,,no,zip,0.2675676346,,,"WALS is a large database of structural (phonological, grammatical, lexical) properties of languages gathered from descriptive materials (such as reference grammars) by a team of more than 40 authors  (many of them the leading authorities on the subject). "
The World Heritage,,,histgeo.discip.ac-caen.fr/gearth/kmz/12116-worldheritage.kml,yes,UNESCO,,,Global,2b6158-f47a5-41e7e665e20c0,Thu 28 Sep 2006 07:22:19 GMT,,2004,2004,0,no,kml,0.9549913406,,,"The United Nations Educational, Scientific and Cultural Organization (UNESCO) seeks to encourage the identification, protection and preservation of cultural and natural heritage around the world considered to be of outstanding value to humanity."
Threatened Amphibians ( 2013 ),http://www.iucnredlist.org/technical-documents/spatial-data,http://www.iucnredlist.org/technical-documents/spatial-data#amphibians,"http://goo.gl/ljjg9A ,
http://goo.gl/Fejjnd ,
http://goo.gl/C9gNVA ,
http://goo.gl/alYz4D ,
http://goo.gl/OlBu93",no,The IUCN Red List of Threatened Species,Changing Ecosystems,Biodiversity,Global,,,,,,,,,,,,
Threatened Birds ( 2013 ),http://www.iucnredlist.org/technical-documents/spatial-data,http://www.iucnredlist.org/technical-documents/spatial-data#birds,,no,The IUCN Red List of Threatened Species,Changing Ecosystems,Biodiversity,Global,,,,,,,,,,,,
Threatened Cone Snails ( 2013 ),http://www.iucnredlist.org/technical-documents/spatial-data,http://www.iucnredlist.org/technical-documents/spatial-data#Cone_Snails,"http://goo.gl/Cntiak ,
http://goo.gl/V9mSqG",no,The IUCN Red List of Threatened Species,Changing Ecosystems,Biodiversity,Global,,,,,,,,,,,,
Threatened Corals ( 2013 ),http://www.iucnredlist.org/technical-documents/spatial-data,http://www.iucnredlist.org/technical-documents/spatial-data#corals,"http://goo.gl/uOrOKj ,
http://goo.gl/VFEcrL ,
http://goo.gl/Y0Dmq1 ,
http://goo.gl/buKqTm ,
http://goo.gl/YiskJk",no,The IUCN Red List of Threatened Species,Changing Ecosystems,Biodiversity,Global,,,,,,,,,,,,
Threatened Freshwater ( 2013 ),http://www.iucnredlist.org/technical-documents/spatial-data,http://www.iucnredlist.org/technical-documents/spatial-data#Freshwater,"http://goo.gl/oM20M9 ,
http://goo.gl/PCfpSH ,
http://goo.gl/ZsZXDO, 
http://goo.gl/S0uScQ ,
http://goo.gl/Ll9xKF",no,The IUCN Red List of Threatened Species,Changing Ecosystems,Biodiversity,Global,,,,,,,,,,,,
Threatened Mammals ( 2013 ),http://www.iucnredlist.org/technical-documents/spatial-data,http://www.iucnredlist.org/technical-documents/spatial-data#mammals,"http://goo.gl/w4eFeR ,
http://goo.gl/XN8QRc",no,The IUCN Red List of Threatened Species,Changing Ecosystems,Biodiversity,Global,,,,,,,,,,,,
Threatened Mangroves ( 2013 ),http://www.iucnredlist.org/technical-documents/spatial-data,http://www.iucnredlist.org/technical-documents/spatial-data#mangroves,"http://goo.gl/qBvKCo ,
http://goo.gl/gaw1j9",no,The IUCN Red List of Threatened Species,Changing Ecosystems,Biodiversity,Global,,,,,,,,,,,,
Threatened Marine Fish ( 2013 ),http://www.iucnredlist.org/technical-documents/spatial-data,http://www.iucnredlist.org/technical-documents/spatial-data#Marine_Fish,"http://goo.gl/57evs1 ,
http://goo.gl/Qd9ibQ ,
http://goo.gl/99B8xK ,
http://goo.gl/Z3iaZv ,
http://goo.gl/HEk9ZC ,
http://goo.gl/N5ynbz ,
http://goo.gl/vflJg0 ,
http://goo.gl/4pPxZh ,
http://goo.gl/4IRwdO",no,The IUCN Red List of Threatened Species,Changing Ecosystems,Biodiversity,Global,,,,,,,,,,,,
Threatened Reptiles ( 2013 ),http://www.iucnredlist.org/technical-documents/spatial-data,http://www.iucnredlist.org/technical-documents/spatial-data#reptiles,"http://goo.gl/Ba00Uy ,
http://goo.gl/UMSb6y ,
http://goo.gl/LM6S01",no,The IUCN Red List of Threatened Species,Changing Ecosystems,Biodiversity,Global,,,,,,,,,,,,
Threatened Sea Cucumbers ( 2013 ),http://www.iucnredlist.org/technical-documents/spatial-data,http://www.iucnredlist.org/technical-documents/spatial-data#seacumcumbers,"http://goo.gl/r3uFlT ,
http://goo.gl/qx8BU3",no,The IUCN Red List of Threatened Species,Changing Ecosystems,Biodiversity,Global,,,,,,,,,,,,
Threatened Seagrasses ( 2013 ),http://www.iucnredlist.org/technical-documents/spatial-data,http://www.iucnredlist.org/technical-documents/spatial-data#seagrasses,"http://goo.gl/KOCe1X ,
http://goo.gl/3zbD1o",no,The IUCN Red List of Threatened Species,Changing Ecosystems,Biodiversity,Global,,,,,,,,,,,,
Three-hourly rainfall time series (from TRMM 3B42),,,www.ambiotek.com/rainfalltimeseries/TRMM_3B42.kmz,yes,King's college London. University of London,Climate and Weather,Scenarios / GCM,Global,,Wed 14 Nov 2007 22:09:06 GMT,,1998,2006,8,no,kmz,0.0030317307,,,This database is compiled from the 3B42 product of the Tropical Rainfall Monitoring Mission (TRMM).The data represent three-hourly rainfall estimates for 0.25 degree cells for all land areas from 50 degrees North to 50 degrees South supplied in annual timeseries files for each grid cell from 1998-2006.
Tiger Conservation Landscape Data and Report,https://worldwildlife.org/pages/conservation-science-data-and-tools,http://worldwildlife.org/publications/tiger-conservation-landscape-data-and-report,http://assets.worldwildlife.org/publications/637/files/original/TCL_data.zip?1378819755,yes,WWF,Changing Ecosystems,"Land Use / Land Cover , Biodiversity",Global,797a19c66d904fb78370a35af35a0411,Tue 10 Sep 2013 13:29:17 GMT,,,,,,zip,4.8034906387,,,
"Time series of population of the 30 largest urban agglomerations in 2011, 1950 - 2025",http://esa.un.org/unup/,http://esa.un.org/unup/CD-ROM/Urban-Agglomerations.htm,http://esa.un.org/unup/CD-ROM/WUP2011-F11b-30_Largest_Cities_in_2011_by_time.xls,yes,"Department of Social and Economic Affairs, United Nations","Political Stability , Human Demographics and Behavior , Changing Ecosystems","Land Use / Land Cover, Food Security, Political Stability",Global,809831bfa815cd1:0,Sun 08 Apr 2012 16:57:57 GMT,,,,,,xls,0.1743164063,,,
Timezones ,,http://www.naturalearthdata.com/downloads/10m-cultural-vectors/timezones/,http://www.naturalearthdata.com/http//www.naturalearthdata.com/download/10m/cultural/ne_10m_time_zones.zip,no,Natural Earth ,,,Global,,,,,,,,,,,,
"Top One Percent Wild Areas ( Geographic ), v1 ( 1992 - 1995 )",http://sedac.ciesin.columbia.edu/data/sets/browse,http://sedac.ciesin.columbia.edu/data/set/wildareas-v1-top-one-percent-wild-areas-geographic/data-download,https://www.ciesin.columbia.edu/wild_areas/zip/wild_seedgeo.zip,yes,"Wildlife Conservation Society, SEDAC, Columbia University",Changing Ecosystems,"Land Use / Land Cover , Biodiversity ",Global,1d997-352565-3c26c170b3940,Mon 14 Jul 2003 14:53:49 GMT,,,,,,zip,3.3216295242,,,
"Top One Percent Wild Areas ( IGHP ), v1 ( 1992 - 1995 )",http://sedac.ciesin.columbia.edu/data/sets/browse,http://sedac.ciesin.columbia.edu/data/set/wildareas-v1-top-one-percent-wild-areas-ighp/data-download,https://www.ciesin.columbia.edu/wild_areas/zip/wild_seedighp.zip,yes,"Wildlife Conservation Society, SEDAC, Columbia University",Changing Ecosystems,"Land Use / Land Cover , Biodiversity ",Global,1d998-237523-3c26c170b3940,Mon 14 Jul 2003 14:53:49 GMT,,,,,,zip,2.2160978317,,,
Tornadoes 1950-2008 ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/tornadx.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/tornadx020_nt00250.tar.gz,yes,National Atlas,Climate and Weather,Natural Disaster,National,18d08c-1c40d6-48e45c6e43651,Fri 20 Aug 2010 18:50:47 GMT,,,,,,zip,1.7658290863,,,
"Total Population, 1950 - 2050",http://esa.un.org/unup/,http://esa.un.org/unup/CD-ROM/Urban-Rural-Population.htm,http://esa.un.org/unup/CD-ROM/WUP2011-F05-Total_Population.xls,yes,"Department of Social and Economic Affairs, United Nations","Political Stability , Human Demographics and Behavior , Changing Ecosystems","Political Stability, Land Use / Land Cover",Global,0d2c843eba7cd1:0,Thu 11 Oct 2012 20:01:56 GMT,,,,,,xls,0.2192382813,,,
"Total Production , Fish",http://iea.uoregon.edu/page.php?query=one_indicator,,http://iea.uoregon.edu/indicators/Fish.TotalProduction.Fishstat.Data.zip,yes,FISHSTAT - FAO,"Changing Ecosystems , International Travel and Commerce","Biodiversity , Food Security , Scenarios / GCM , Transportation / Trade",Global,e0be7b-1d79f1-4451e41b429d4,Fri 01 Feb 2008 20:02:40 GMT,,,,,,zip,1.8422708511,,,
Transboundary Freshwater Dispute Database,,http://ocid.nacse.org/tfdd/index.php,http://ocid.nacse.org/tfdd/downloads/tfdd_bcp_shapefile.zip,yes,"Institute for Water and Watersheds, Oregon State University","Political Stability , War and Famine",Political Stability,Global,6c98e-588e18-4ec9597fc04a0,Mon 02 Dec 2013 23:32:31 GMT,,,,,,zip,5.5346908569,,,
Transportation Services Index ,,http://apps.bts.gov/xml/tsi/src/index.xml,,no,"Research and Innovative Technology Administration, Bureau of Transportation Statistics","International Travel and Commerce , Infrastructure","Transportation / Trade , Infrastructure",National ,,,,,,,,,,,,
Tree Canopy - Alaska 100 Meter Resolution Albers Projection ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/tree100.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/treeaki0100a.tif_nt00841.tar.gz,yes,National Atlas,"Climate and Weather , Changing Ecosystems","Land Use / Land Cover, Biodiversity",National,7e2232-e34ba2-4dbc29eb66d81,Thu 02 May 2013 21:07:19 GMT,,,,,,zip,14.2059650421,,,
Tree Canopy - Conterminous United States 100 Meter Resolution Albers Projection ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/tree100.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/tree48i0100a.tif_nt00840.tar.gz,yes,National Atlas,"Climate and Weather , Changing Ecosystems","Land Use / Land Cover, Biodiversity",National,7d2120-1720730d-4dbc2a1177a83,Thu 02 May 2013 21:07:59 GMT,,,,,,zip,370.02808857,,,
Tree Canopy - Hawaii 100 Meter Resolution Albers Projection ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/tree100.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/treehii0100a.tif_nt00842.tar.gz,yes,National Atlas,"Climate and Weather , Changing Ecosystems","Land Use / Land Cover, Biodiversity",National,7e2238-e4285-4dbc29e62276b,Thu 02 May 2013 21:07:14 GMT,,,,,,zip,0.8912401199,,,
Tree Canopy - Puerto Rico and the U.S. Virgin Islands 100 Meter Resolution Albers Projection ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/tree100.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/treepri0100a.tif_nt00843.tar.gz,yes,National Atlas,"Climate and Weather , Changing Ecosystems","Land Use / Land Cover, Biodiversity",National,7d1fd0-be521-4dbc29ebf5e8e,Thu 02 May 2013 21:07:20 GMT,,,,,,zip,0.7434396744,,,
Triangulating Peace Data,,,http://pantheon.yale.edu/~brusset/PeaceStata.zip,yes,Russet / Oneal,"War and Famine , Political Stability",Political Stability,Global,4cd14d-d25ca-762e6b00,Wed 15 Feb 2006 19:38:52 GMT,,,,,,zip,0.8217258453,,,
TRMM 2b31-Based Rainfall Climatology Version 1.0,,,www.ambiotek.com/1kmrainfall/1kmrainfall.kmz,yes,King's college London. University of London,Climate and Weather,Scenarios / GCM,Global,,Wed 14 Nov 2007 22:09:40 GMT,,1997,2006,9,no,kmz,0.002612114,,,"This is a rainfall climatology based on analysis of the full dataset for TRMM 2B31 (combined PR, TMI profile) from 1997-2006. A series of layers are available including monthly mean surface rainfall, annual surface total rainfall, rainfall per rain hour, driest and wettest months and wind driven (i.e. surface received) rainfall. 1km resolution data."
Tropical Cyclones - Atlantic Tropical Cyclones ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/huralll.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/huralll020_nt00150.tar.gz,yes,National Atlas,Climate and Weather,Natural Disaster,National,18d023-13b9ce-401c437c94e00,Tue 27 Sep 2005 17:29:28 GMT,,,,,,zip,1.2328624725,,,
Tropical Cyclones - Major Landfalling Atlantic Hurricanes ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/huralll.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/hurmjrl020_nt00151.tar.gz,yes,National Atlas,Climate and Weather,Natural Disaster,National,18d024-21397-401c437c94e00,Tue 27 Sep 2005 17:29:28 GMT,,,,,,zip,0.1297826767,,,
Tropical Cyclones - Pacific Tropical Cyclones ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/huralll.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/phralll020_nt00221.tar.gz,yes,National Atlas,Climate and Weather,Natural Disaster,National,18d029-a3681-401c437e7d280,Tue 27 Sep 2005 17:29:30 GMT,,,,,,zip,0.6383066177,,,
Tuna Harvest - Various,http://iea.uoregon.edu/page.php?query=one_indicator,,http://iea.uoregon.edu/indicators/Fish.ICCAT.Data.rar,yes,International Commission for the Conservation of Tunas,"Changing Ecosystems , International Travel and Commerce","Biodiversity , Food Security, Scenarios / GCM",Global,15f274-122995-4451dc7364dc3,Fri 01 Feb 2008 19:28:25 GMT,,,,,,txt,1.1351518631,,,
UCDP Actor Dataset,http://www.pcr.uu.se/research/ucdp/datasets/,http://www.pcr.uu.se/research/ucdp/datasets/ucdp_actor_dataset/,"http://www.pcr.uu.se/digitalAssets/208/208522_ucdp-actor-dataset-v.2.2-2013.xls ,
http://www.pcr.uu.se/digitalAssets/208/208524_ucdp-actor-dataset-codebook-2.2-2013.pdf ,
http://www.pcr.uu.se/digitalAssets/208/208526_version-history-actor-dataset-v.2.2-2013.pdf",yes,Uppasala Conflict Data Program,War and Famine,Political Stability,Global,"78803d-78c00-4f405581aae40,368006-38ff5-4f401b739b640,368007-d9c44-4f401b739b640","Fri 07 Mar 2014 14:48:17 GMT,Fri 07 Mar 2014 09:29:49 GMT,Fri 07 Mar 2014 13:26:53 GMT",,,,,,"xls,pdf,pdf",1.5449762344,,,
"UCDP Battle Related Deaths Dataset v.5 - 2013, 1989 - 2012",http://www.pcr.uu.se/research/ucdp/datasets/,http://www.pcr.uu.se/research/ucdp/datasets/ucdp_battle-related_deaths_dataset/,"http://www.pcr.uu.se/digitalAssets/167/167657_ucdp-battle-related-deaths-dataset-v5-2013.xls ,
http://www.pcr.uu.se/digitalAssets/167/167661_ucdp.battle-related-deaths.v5-2013.zip ,
http://www.pcr.uu.se/digitalAssets/167/167154_codebook-ucdp-battle-related-deaths-dataset-v.5-2013.pdf ,
http://www.pcr.uu.se/digitalAssets/167/167156_version-history-brd-v5-2013.pdf",yes,Uppasala Conflict Data Program,War and Famine,Political Stability,Global,"8804a-d8600-4f401c68b3880,2e0019-a55a-4f401c1c68480,2e001a-24c56-4f401c1c68480,8804d-d1a76-4f401c68b3880","Fri 07 Mar 2014 10:32:46 GMT,Fri 07 Mar 2014 10:31:30 GMT,Fri 07 Mar 2014 10:32:46 GMT,Fri 07 Mar 2014 10:23:59 GMT",,,,,,"xls,zip,pdf,pdf",1.8481807709,,,
UCDP Conflict Termination Dataset,http://www.pcr.uu.se/research/ucdp/datasets/,http://www.pcr.uu.se/research/ucdp/datasets/ucdp_conflict_termination_dataset/,"http://www.pcr.uu.se/digitalAssets/55/55052_UCDP_Conflict_Termination_2010_Conflict.xls ,
http://www.pcr.uu.se/digitalAssets/55/55054_UCDP_Conflict_Termination_2010_Dyad.xls ,
http://www.pcr.uu.se/digitalAssets/55/55056_UCDP_Conflict_Termination_Dataset_v_2010-1.pdf",yes,Uppasala Conflict Data Program,War and Famine,Political Stability,Global,"788028-67600-4f402ca2e8180,788029-9f400-4f402ca2e8180,78802a-ad6f-4f402ca2e8180","Fri 07 Mar 2014 13:41:41 GMT,Fri 07 Mar 2014 13:41:41 GMT,Fri 07 Mar 2014 13:41:41 GMT",,,,,,"xls,xls,pdf",1.0682210922,,,
"UCDP Dyadic Dataset v. 1-2013, 1946 - 2012",http://www.pcr.uu.se/research/ucdp/datasets/,http://www.pcr.uu.se/research/ucdp/datasets/ucdp_dyadic_dataset/,"http://www.pcr.uu.se/digitalAssets/167/167162_ucdp-dyadic-dataset-v1-2013.xlsx ,
http://www.pcr.uu.se/digitalAssets/167/167667_ucdp.dyadic.dataset.v1-2013.zip ,
http://www.pcr.uu.se/digitalAssets/167/167164_ucdp-dyadic-dataset_codebook-2013.pdf ,
http://www.pcr.uu.se/digitalAssets/167/167160_version_history_v1_2013.pdf",yes,Uppasala Conflict Data Program,War and Famine,Political Stability,Global,"72001f-4d231-4f40177915340,178258-8137-4f4043620ac00,2e000f-4583d-4f4019d986ec0,17825a-10bf29-4f4043620ac00","Fri 07 Mar 2014 10:21:23 GMT,Fri 07 Mar 2014 10:21:23 GMT,Fri 07 Mar 2014 09:56:33 GMT,Fri 07 Mar 2014 09:56:33 GMT",,,,,,"txt,zip,pdf,pdf",1.6510753632,,,
UCDP External Support Data,http://www.pcr.uu.se/research/ucdp/datasets/,http://www.pcr.uu.se/research/ucdp/datasets/ucdp_external_support_data/,"http://www.pcr.uu.se/digitalAssets/89/89149_External_support_compact_dataset_1.00_20110325-1.xls ,
http://www.pcr.uu.se/digitalAssets/83/83779_UCDP_External_Support_Primary_Warring_Party_Codebook_1.0.pdf
",yes,Uppasala Conflict Data Program,War and Famine,Political Stability,Global,"1801b8-245000-4f4018e37aa40,58000b-e0a79-4f40746a4da80","Fri 07 Mar 2014 13:08:19 GMT,Fri 07 Mar 2014 10:37:04 GMT",,,,,,"xls,pdf",3.1470880508,,,
UCDP Georeferenced Dataset,,http://www.ucdp.uu.se/ged/data.php,"http://www.ucdp.uu.se/ged/data/ucdp-ged-points-v-1-5-csv.zip ,
http://www.ucdp.uu.se/ged/data/ucdp-ged-points-v-1-5-xls.zip ,
http://www.ucdp.uu.se/ged/data/ucdp-ged-points-v-1-5-shx.zip ,
http://www.ucdp.uu.se/ged/data/ucdp-ged-poly-v-1-1-kml.zip ,
http://www.ucdp.uu.se/ged/data/ucdp-ged-poly-v-1-1-shape.zip ,
http://www.ucdp.uu.se/ged/data/ucdp-ged-polygons-v-1-1-codebook.pdf",yes,Uppasala Conflict Data Program ,War and Famine,Political Stability,Global,"3b2bbd-59fc4d-4ce905be21bc0,3b2bc2-829f25-4ce905c1f24c0,3b2bbe-6e725f-4ce905c00a040,1daa6-120943-4bc4e383040c0,1daa7-1118b7-4bc4e384ec540,3b2bc3-f5cac-4ce90666eea00","Thu 15 Nov 2012 22:41:59 GMT,Thu 15 Nov 2012 22:42:03 GMT,Thu 15 Nov 2012 22:42:01 GMT,Wed 28 Mar 2012 14:14:03 GMT,Wed 28 Mar 2012 14:14:05 GMT,Thu 15 Nov 2012 22:44:56 GMT",,,,,,"zip,zip,zip,zip,zip,pdf",23.8467931747,,,
